-88.2923,-95.451,-90.0009,-137.522,-130.234,-137.522,-88.9934,-93.8712,-64.8508,-126.959,-79.5699,-70.375
-91.6894,-142.969,-139.635,-136.959,-82.7662,-89.4479,-141.734,-142.559,-70.1452,-80.0114,-131.723,-74.6809
-82.1484,-87.9097,-88.4216,-98.7957,-131.128,-140.904,-141.991,-142.134,-74.3198,-80.7724,-77.6696,-77.6696
-89.8511,-93.201,-137.241,-70.9754,-129.407,-143.083,-143.646,-87.0081,-132.083,-134.171,-76.4996,-82.2609
-93.2347,-85.0527,-91.0325,-69.2788,-86.7562,-141.449,-139.325,-91.0325,-130.856,-132.991,-69.2788,-132.407
-146.138,-143.181,-90.7644,-73.6832,-135.572,-90.1358,-140.267,-89.4508,-82.8782,-136.223,-68.1591,-135.584
-103.601,-88.5498,-85.5597,-141.449,-130.494,-140.389,-139.302,-134.652,-135.626,-133.771,-67.194,-136.516
-148.249,-85.0389,-142.733,-128.745,-141.611,-138.757,-86.4707,-88.3162,-84.2801,-139.362,-67.168,-135.981
-142.614,-84.0626,-139.791,-135.216,-89.3311,-143.532,-141.621,-84.983,-90.2893,-136.036,-127.102,-141.621
-94.0262,-139.08,-147.952,-137.257,-91.317,-146.33,-142.02,-144.276,-142.511,-141.606,-77.6987,-142.972
-148.422,-140.81,-139.521,-73.0452,-76.0983,-86.4148,-139.618,-143.735,-68.5095,-126.622,-132.928,-68.5095
-84.6875,-93.2321,-139.212,-140.202,-129.212,-90.2465,-92.3771,-142.938,-74.6499,-135.435,-83.1945,-127.451
-92.3483,-94.5555,-96.7616,-139.325,-88.5194,-141.937,-143.279,-99.9806,-78.3601,-85.0771,-81.3246,-130.839
-81.8609,-138.875,-140.566,-142.6221,-135.328,-140.735,-141.435,-90.4523,-80.1223,-133.404,-77.1578,-80.1223
-91.6522,-89.0787,-95.4434,-132.0245,-91.326,-89.1251,-138.59,-95.4434,-132.366,-131.974,-72.0245,-80.5691
-149.27,-81.3393,-92.8034,-138.3546,-138.682,-143.217,-90.931,-91.0456,-86.7442,-137.048,-73.8189,-137.975
-105.152,-88.5775,-94.7314,-77.1875,-143.531,-141.37,-137.8,-91.5124,-136.173,-133.957,-69.6873,-136.173
-107.93,-77.4759,-141.545,-137.975,-135.922,-142.082,-89.2329,-137.818,-89.2329,-138.69,-73.6362,-140.202
-142.532,-82.6496,-94.3531,-136.173,-89.1645,-140.387,-138.091,-89.578,-139.325,-142.085,-126.293,-139.325
-143.3,-84.3141,-145.627,-139.792,-139.686,-98.3768,-93.8532,-141.232,-144.894,-141.746,-80.8059,-142.936
-78.5802,-87.7752,-84.3415,-133.535,-71.93,-142.311,-94.328,-90.2295,-77.9511,-80.2295,-139.852,-72.427
-73.8687,-83.575,-81.3689,-76.3687,-123.499,-87.4939,-140.646,-138.287,-76.3687,-128.711,-83.2971,-71.833
-73.4423,-134.55,-82.3162,-127.679,-74.7277,-87.9604,-139.647,-86.6131,-130.635,-30.109,-80.8133,-127.679
-73.4028,-78.9269,-82.2767,-134.997,-76.5736,-138.642,-139.408,-84.6882,-133.322,-90.329,-131.194,-78.9602
-74.1236,-73.4202,-80.9204,-137.382,-76.3455,-88.6887,-88.6887,-133.051,-136.549,-132.233,-130.434,-134.997
-77.2805,-71.7563,-134.992,-140.746,-78.9297,-141.078,-139.548,-80.6303,-87.1488,-3.864,-129.268,-137.382
-146.106,-73.9507,-85.4853,-83.5999,-132.433,-91.3993,-89.4879,-81.1884,-141.636,-84.8853,-130.466,-140.746
-104.037,-74.4123,-87.3376,-134.473,-133.867,-141.992,-137.831,-134.043,-140.158,-72.8077,-75.8806,-139.458
-93.0358,-77.0677,-139.975,-87.5762,-84.1144,-143.651,-89.7252,-82.829,-93.5203,-72.0741,-80.4175,-143.651
-91.179,-82.8795,-144.124,-142.563,-138.588,-146.437,-143.361,-87.1764,-147.389,-69.8911,-84.5273,-146.928
-152.792,-144.511,-87.1187,-145.22,-126.396,-87.5549,-91.4252,-94.2774,-80.3962,-69.7707,-139.954,-71.5222
-74.5739,-84.2803,-131.588,-146.928,-69.1096,-138.992,-141.916,-86.038,-134.204,-70.9933,-87.4992,-74.068
-73.7936,-82.6675,-79.3177,-149.691,-72.6675,-140.06,-139.449,-137.029,-82.3026,-79.8262,-84.188,-76.5413
-72.9436,-77.0259,-129.653,-137.788,-72.7872,-85.6158,-138.322,-132.609,-84.0675,-129.329,-134.132,-79.7707
-73.4931,-73.4931,-130.507,-138.992,-126.622,-137.911,-137.911,-78.0288,-137.911,-130.836,-80.9933,-83.1994
-78.7966,-73.2724,-82.1464,-133.597,-79.3051,-139.005,-136.627,-78.7966,-87.535,-132.421,-79.2355,-136.627
-143.348,-76.5889,-139.825,-135.9,-84.7705,-145.021,-137.266,-82.113,-90.0848,-77.6092,-79.8739,-88.1734
-97.1476,-74.6419,-137.77,-139.06,-82.5472,-141.984,-87.5672,-79.1776,-93.2739,-135.75,-82.1421,-89.8539
-94.7022,-78.7899,-140.087,-148.697,-135.333,-141.276,-137.861,-81.5361,-93.0067,-135.018,-81.7212,-142.544
-142.869,-83.3112,-139.437,-140.234,-134.262,-142.223,-138.547,-81.4004,-94.2575,-135.871,-83.2858,-141.134
-91.2479,-141.909,-82.0265,-140.619,-67.4908,-88.9549,-144.833,-141.909,-87.1971,-129.068,-93.73,-77.4908
-91.531,-100.076,-73.9076,-82.4522,-63.9076,-134.25,-86.6751,-82.4522,-82.4522,-72.4522,-86.6751,-73.9076
-86.1506,-93.6508,-83.2984,-138.967,-77.8341,-93.0047,-96.2237,-142.929,-94.7625,-84.7625,-90.315,-81.9254
-98.8921,-90.1235,-85.5878,-87.5588,-135.218,-88.8905,-140.981,-90.1235,-142.27,-133.602,-89.3165,-85.3526
-87.4146,-81.6273,-81.6273,-141.969,-131.969,-141.969,-90.1719,-81.6273,-145.696,-135.696,-90.1719,-90.1719
-91.2023,-81.8504,-82.2551,-87.7583,-132.629,-87.7583,-86.0006,-77.7194,-143.637,-133.637,-137.872,-140.712
-146.119,-86.4891,-144.202,-145.372,-89.8405,-97.4972,-94.2782,-84.5719,-102.477,-92.477,-90.6606,-96.2229
-93.6311,-85.0865,-87.1182,-89.1898,-135.139,-89.1898,-84.9669,-78.5736,-144.868,-134.868,-135.816,-91.0705
-140.295,-80.4123,-88.8019,-140.768,-135.923,-92.1157,-87.3406,-80.4123,-145.014,-137.465,-84.89,-142.079
-141.018,-134.162,-141.018,-143.345,-136.12,-143.345,-138.95,-82.0318,-147.404,-87.0366,-138.95,-143.363
-98.8976,-142.719,-131.346,-140.279,-63.1947,-84.4801,-141.627,-139.461,-87.9137,-72.0686,-143.695,-78.3785
-90.7433,-142.827,-72.4646,-136.883,-62.4646,-132.095,-85.3899,-82.1709,-85.3899,-122.095,-139.807,-129.479
-85.6815,-143.393,-73.3739,-139.64,-68.898,-134.481,-86.5447,-82.2478,-140.799,-74.6593,-141.806,-82.2478
-89.6148,-92.2672,-74.2825,-139.775,-80.8587,-83.1565,-85.5679,-79.8066,-142.714,-129.182,-140.935,-84.7949
-90.5831,-143.062,-75.0855,-88.0108,-132.256,-82.5857,-82.5857,-75.0855,-91.3246,-129.504,-139.259,-86.3054
-101.104,-148.755,-131.803,-140.924,-129.918,-136.888,-82.526,-73.6521,-93.555,-80.8255,-139.765,-89.5318
-144.636,-139.552,-80.8368,-140.395,-130.395,-85.1337,-80.8368,-71.9629,-93.3018,-81.0477,-138.229,-90.1445
-99.3137,-90.6413,-140.829,-88.8212,-137.364,-89.6634,-84.2383,-79.2514,-143.69,-136.192,-135.566,-139.961
-103.668,-148.743,-84.2098,-89.3937,-80.8297,-86.6642,-132.726,-127.642,-144.073,-82.0616,-136.916,-142.162
-94.6701,-139.724,-136.39,-140.066,-81.0851,-138.077,-81.129,-76.8321,-143.714,-132.54,-136.39,-91.6077
-100.918,-94.483,-74.8362,-87.4937,-59.3121,-78.186,-136.737,-135.578,-137.744,-64.8362,-141.42,-78.186
-142.625,-147.413,-74.2636,-137.004,-64.3894,-78.7993,-137.392,-135.841,-89.5322,-68.7993,-88.4238,-130.149
-144.375,-96.438,-74.3617,-138.157,-69.8858,-79.8858,-85.6471,-83.2356,-139.047,-125.469,-88.8102,-81.0108
-97.1852,-147.439,-69.3435,-137.775,-73.8085,-74.8676,-78.2175,-74.8676,-139.462,-70.6289,-138.665,-82.5143
-104.063,-145.374,-74.2438,-140.561,-81.3511,-78.7795,-78.7795,-74.2438,-142.888,-127.372,-89.3441,-87.0008
-142.93,-83.1719,-78.4364,-141.246,-130.564,-81.7862,-78.4364,-72.9123,-94.2512,-78.9449,-89.0975,-140.356
-107.25,-98.7681,-85.3358,-95.5467,-134.894,-87.7472,-81.9859,-76.4618,-99.0327,-84.6434,-93.6352,-146.581
-146.213,-141.425,-133.863,-141.099,-79.3982,-135.415,-76.8218,-72.2861,-144.327,-131.099,-87.5547,-141.74
